Transaction_Date,Transaction_Time,Core_Reference_Number,Partner_Reference_Number,Channel_Reference_Number,Transaction_Type,Transaction_Type_Description,Transaction_result,Account_Name,Account_Number,Currency,Debit_Credit,Commission,Transaction_Amount,Counterparty_Account_Name,Counterparty_Account_Number,Debit_Account_Number,Credit_Account_Number,Counterparty_Currency,Transaction_purpose,Essential_Service_Sub_Category,Bill_Reference_Number,Transaction_ID,Partner_response,REMARKS,Fail_Reason
19/01/2022,14:37:27,ENS2022010600000998,985585443,,IC,BNBL e-ATM Cash Out-ATM,S-Success,100100021378,200200036268,BTN,Debit,,200.00,BNB,900400018302,200200036268,900400018302,BTN,,,,PT220119143726752019997,,,
19/01/2022,14:37:50,ENS2022010600001001,96434085921161216,,IT,Internal Transfer-ICMS,S-Success,100100021378,900500018317,BTN,Credit,,10.00,liu,100100036634,100100036634,900500018317,BTN,,,,PT220119143750432016983,,,
19/01/2022,14:37:50,ENS2022010600001001,96434085921161216,,IT,Internal Transfer-ICMS,S-Success,100100021378,900500018317,BTN,Credit,,1.00,yi,100100029230,100100029230,900500018317,BTN,,,,PT220119143750432016983,,,
19/01/2022,14:37:50,ENS2022010600001001,96434085921161216,,IT,Internal Transfer-ICMS,S-Success,100100021378,900500018317,BTN,Credit,,1.00,yi,100100029348,100100029348,900500018317,BTN,,,,PT220119143750432016983,,,
19/01/2022,14:52:46,,1711507,,IIPD,BIPS Transfer In,F-Fail,,200200036648,BTN,Credit,,"50,000.00",,169400940,900500018317,200200036648,BTN,,,,PT220119145246076011261,,,【[bankCode] can not be empty】
19/01/2022,14:59:30,,1170854,,IIPD,BIPS Transfer In,F-Fail,,200200036648,BTN,Credit,,500.00,,169400940,900500018317,200200036648,BTN,,,,PT220119145930084011679,,,【[bankCode] can not be empty】
19/01/2022,15:00:53,ENS2022010600001024,201915018853,,IIPC,BIPS Transfer Out,S-Success,er,200200029279,BTN,Debit,,3.00,test for bips,567819944,200200029279,900500018317,BTN,,,,PT220119150052914015095,F-Fail,,
19/01/2022,15:02:37,,144066,,IIPD,BIPS Transfer In,F-Fail,,200200036648,BTN,Credit,,500.00,,169400940,900500018317,200200036648,BTN,,,,PT220119150237561012513,,,【[bankCode] can not be empty】
19/01/2022,15:07:49,ENS2022010600001028,1859996,,IIPD,BIPS Transfer In,S-Success,werwe,200200036648,BTN,Credit,,500.00,test,169400940,900500018317,200200036648,BTN,,,,PT220119150749175016982,,,
19/01/2022,15:10:32,,1661008,,IIPD,BIPS Transfer In,F-Fail,yi,${accountNo},BTN,Credit,,"50,000.00",test,169400940,900500018317,${accountNo},BTN,,,,PT220119151032744011540,,,RB4005 [***]Account type does not match or\n has already been closed
19/01/2022,15:12:05,ENS2022010600001039,1595619,,IIPD,BIPS Transfer In,S-Success,yi,100100036685,BTN,Credit,,"50,000.00",test,169400940,900500018317,100100036685,BTN,,,,PT220119151205155016881,,,
19/01/2022,15:17:22,,201915018854,,IQRC,QR Transfer Out,F-Fail,100100021378,100100018400,BTN,Debit,,93.00,rorocky2,100100022768,100100018400,100100022768,BTN,d,a,v,PT220119151721746018240,,,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
19/01/2022,15:21:11,ENS2022010600001062,201915018856,,IQRC,QR Transfer Out,S-Success,er,200200029279,BTN,Debit,,200.00,GEM TSHERING,9400940520029279,200200029279,900600018321,BTN,,,,PT220119152111653015118,F-Fail,,
19/01/2022,15:27:11,ENS2022010600001067,123456829004,,IQRD,QR Transfer In,S-Success,rorocky2,100100022750,BTN,Credit,,"1,114.00",test,169400940,900600018321,100100022750,BTN,,,,PT220119152711358018592,,,
19/01/2022,15:29:59,ENS2022010600001072,123456457920,,IQRD,QR Transfer In,S-Success,werwe,100100022750,BTN,Credit,,"1,114.00",test,169400940,900600018321,100100022750,BTN,,,,PT220119152959399016436,,,
19/01/2022,15:31:58,ENS2022010600001077,201915018858,,IQRC,QR Transfer Out,S-Success,rorocky2,100100028651,BTN,Debit,,2.00,er,200200029279,100100028651,200200029279,BTN,,,,PT220119153157725018693,,,
19/01/2022,15:35:41,ENS2022010600001090,201915018859,,IQRC,QR Transfer Out,S-Success,er,200200029279,BTN,Debit,,20.00,liu,100100036634,200200029279,100100036634,BTN,,,,PT220119153540755011614,,,
19/01/2022,15:43:24,ENS2022010600001100,123456740188,,IQRD,QR Transfer In,S-Success,werwe,100100022750,BTN,Credit,,114.00,test,169400940,900600018321,100100022750,BTN,,,,PT220119154324268014841,,,
19/01/2022,16:03:41,ENS2022010600001145,123456684639,,IQRD,QR Transfer In,S-Success,werwe,100100036220,BTN,Credit,,114.00,test,169400940,900600018321,100100036220,BTN,,,,PT220119160341230013408,,,
19/01/2022,16:30:20,,20220191630001011,,ITRC,TC Recharge,F-Fail,liu,100100036693,BTN,Debit,,600.00,,77999022,100100036693,200100000002,BTN,,,,PT220119163019665014046,,,MB3006 Insufficient balance available!
19/01/2022,16:30:20,,20220191630001011,,ITRC-C,TC Recharge- Commission,F-Fail,liu,100100036693,BTN,,24,600.00,,77999022,200100000002,901200022622,BTN,,,,PT220119163020143016886,,,MB3006 Insufficient balance available!
19/01/2022,16:30:21,,20220191630001012,,ITPP,TC Postpaid,F-Fail,liu,100100036693,BTN,Debit,,700.00,,77999152,100100036693,200100000002,BTN,dd,ee,tt,PT220119163020685011748,,2,MB3006 Insufficient balance available!
19/01/2022,16:30:22,,2022019163005470,,IBRC,BT Recharge,F-Fail,liu,100100036693,BTN,Debit,,800.00,,97577999029,100100036693,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220119163021767019257,,test,MB3006 Insufficient balance available!
19/01/2022,16:30:22,,2022019163005470,,IBRC-C,BT Recharge- Commission,F-Fail,liu,100100036693,BTN,,32,800.00,,97577999029,200100000001,901000022611,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220119163022209013439,,test,MB3006 Insufficient balance available!
19/01/2022,16:30:23,,22019163005471,,IBPP,BT Postpaid,F-Fail,liu,100100036693,BTN,Debit,,900.00,,17113700,100100036693,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220119163022716019003,,yw,MB3006 Insufficient balance available!
19/01/2022,16:31:50,ENS2022010600001195,8995531642588309849,,SD,,S-Success,,900500018317,BTN,Debit,,"10,000.00",BIPS,100100036709,900500018317,100100036709,BTN,,,,PT220119163150073017342,,,
19/01/2022,16:31:51,ENS2022010600001200,20220191631001013,,ITRC,TC Recharge,S-Success,liu,100100036709,BTN,Debit,,600.00,,77999022,100100036709,200100000002,BTN,,,,PT220119163151056015525,F-Fail,,
19/01/2022,16:31:51,ENS2022010600001200,20220191631001013,,ITRC-C,TC Recharge- Commission,S-Success,liu,100100036709,BTN,,24,600.00,,77999022,200100000002,901200022622,BTN,,,,PT220119163151674015176,F-Fail,,
19/01/2022,16:31:52,ENS2022010600001202,20220191631001014,,ITPP,TC Postpaid,S-Success,liu,100100036709,BTN,Debit,,700.00,,77999152,100100036709,200100000002,BTN,dd,ee,tt,PT220119163152219013371,F-Fail,2,
19/01/2022,16:31:53,ENS2022010600001206,2022019163105472,,IBRC,BT Recharge,S-Success,liu,100100036709,BTN,Debit,,800.00,,97577999029,100100036709,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220119163153393015122,T-Timeout,test,
19/01/2022,16:31:53,ENS2022010600001206,2022019163105472,,IBRC-C,BT Recharge- Commission,S-Success,liu,100100036709,BTN,,32,800.00,,97577999029,200100000001,901000022611,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220119163154147015622,T-Timeout,test,
19/01/2022,16:31:54,ENS2022010600001209,22019163105473,,IBPP,BT Postpaid,S-Success,liu,100100036709,BTN,Debit,,900.00,,17113700,100100036709,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220119163154655016060,F-Fail,yw,
19/01/2022,16:32:22,ENS2022010600001200,20220191631001013,,ITRC,TC Recharge,Auto Reversal Success,liu,100100036709,BTN,Credit,,600.00,,77999022,200100000002,100100036709,BTN,,,,PT220119163221955018784,,,
19/01/2022,16:32:22,ENS2022010600001200,20220191631001013,,ITRC-C,TC Recharge- Commission,Auto Reversal Success,liu,100100036709,BTN,,24,600.00,,77999022,901200022622,200100000002,BTN,,,,PT220119163222485011603,,,
19/01/2022,16:32:23,ENS2022010600001202,20220191631001014,,ITPP,TC Postpaid,Auto Reversal Success,liu,100100036709,BTN,Credit,,700.00,,77999152,200100000002,100100036709,BTN,dd,ee,tt,PT220119163222988019903,,2,
19/01/2022,16:33:23,ENS2022010600001209,22019163105473,,IBPP,BT Postpaid,Auto Reversal Success,liu,100100036709,BTN,Credit,,900.00,,17113700,200100000001,100100036709,BTN,Mobile Postpaid,Mobile Postpaid,,PT220119163322858016504,,yw,
20/01/2022,07:56:15,ENS2022010600001224,20220200756001015,,ITRC,TC Recharge,S-Success,rorocky2,100100022750,BTN,Debit,,14.00,,77999152,100100022750,200100000002,BTN,d,ff,c,PT220120075614977011233,F-Fail,test,
20/01/2022,07:56:15,ENS2022010600001224,20220200756001015,,ITRC-C,TC Recharge- Commission,S-Success,rorocky2,100100022750,BTN,,0.56,14.00,,77999152,200100000002,901200022622,BTN,d,ff,c,PT220120075615671017485,F-Fail,test,
20/01/2022,07:56:46,ENS2022010600001224,20220200756001015,,ITRC,TC Recharge,Auto Reversal Success,rorocky2,100100022750,BTN,Credit,,14.00,,77999152,200100000002,100100022750,BTN,d,ff,c,PT220120075645985016575,,test,
20/01/2022,07:56:46,ENS2022010600001224,20220200756001015,,ITRC-C,TC Recharge- Commission,Auto Reversal Success,rorocky2,100100022750,BTN,,0.56,14.00,,77999152,901200022622,200100000002,BTN,,,,PT220120075646671015043,,,
20/01/2022,08:10:25,ENS2022010600001244,81679671642644624801,,SD,,S-Success,,900500018317,BTN,Debit,,"10,000.00",BIPS,100100036717,900500018317,100100036717,BTN,,,,PT220120081025071018984,,,
20/01/2022,08:10:26,ENS2022010600001247,54500771642644625661,,IT,Internal Transfer,S-Success,liu,100100036717,BTN,Debit,,2.10,rorocky2,100100028651,100100036717,100100028651,BTN,,,,PT220120081025924014088,,,
20/01/2022,08:10:27,ENS2022010600001256,202008018861,,IQRC,QR Transfer Out,S-Success,liu,100100036717,BTN,Debit,,200.00,GEM TSHERING,9400940510036719,100100036717,900600018321,BTN,,,,PT220120081027510017738,F-Fail,,
20/01/2022,08:10:29,ENS2022010600001262,202008018862,,IQRC,QR Transfer Out,S-Success,rorocky2,100100028651,BTN,Debit,,2.00,liu,100100036717,100100028651,100100036717,BTN,,,,PT220120081028693018510,,,
20/01/2022,08:10:30,ENS2022010600001269,202008018863,,IIPC,BIPS Transfer Out,S-Success,liu,100100036717,BTN,Debit,,3.00,test for bips,567819944,100100036717,900500018317,BTN,,,,PT220120081029770011619,F-Fail,,
20/01/2022,08:10:32,ENS2022010600001277,1703409,,IC,BNBL e-ATM Cash Out-ATM,S-Success,liu,100100036717,BTN,Debit,,400.00,BNB,900400018302,100100036717,900400018302,BTN,,,,PT220120081032009015162,,,
20/01/2022,08:10:33,ENS2022010600001281,2022020081000003808,,BPC,BPC Bill Payment,S-Success,liu,100100036717,BTN,Debit,,500.00,,30086370,100100036717,200100000004,BTN,BPC transfer,A,B,PT220120081033137013367,F-Fail,C,
20/01/2022,08:10:34,ENS2022010600001281,2022020081000003808,,BPC,BPC Bill Payment,Auto Reversal Success,liu,100100036717,BTN,Credit,,500.00,,30086370,200100000004,100100036717,BTN,BPC transfer,A,B,PT220120081034134018409,,C,
20/01/2022,08:10:35,ENS2022010600001287,20220200810001016,,ITRC,TC Recharge,S-Success,liu,100100036717,BTN,Debit,,600.00,,77999022,100100036717,200100000002,BTN,,,,PT220120081034881016287,F-Fail,,
20/01/2022,08:10:35,ENS2022010600001287,20220200810001016,,ITRC-C,TC Recharge- Commission,S-Success,liu,100100036717,BTN,,24,600.00,,77999022,200100000002,901200022622,BTN,,,,PT220120081035705013308,F-Fail,,
20/01/2022,08:10:36,ENS2022010600001289,20220200810001017,,ITPP,TC Postpaid,S-Success,liu,100100036717,BTN,Debit,,700.00,,77999152,100100036717,200100000002,BTN,dd,ee,tt,PT220120081036208014878,F-Fail,2,
20/01/2022,08:10:37,ENS2022010600001292,2022020081005474,,IBRC,BT Recharge,S-Success,liu,100100036717,BTN,Debit,,800.00,,97577999029,100100036717,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220120081037443019879,T-Timeout,test,
20/01/2022,08:10:37,ENS2022010600001292,2022020081005474,,IBRC-C,BT Recharge- Commission,S-Success,liu,100100036717,BTN,,32,800.00,,97577999029,200100000001,901000022611,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220120081038069016619,T-Timeout,test,
20/01/2022,08:10:38,ENS2022010600001294,22020081005475,,IBPP,BT Postpaid,S-Success,liu,100100036717,BTN,Debit,,900.00,,17113700,100100036717,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220120081038579019128,F-Fail,yw,
20/01/2022,08:10:39,ENS2022010600001295,1539177,,IIPD,BIPS Transfer In,S-Success,liu,100100036717,BTN,Credit,,"50,000.00",test,169400940,900500018317,100100036717,BTN,,,,PT220120081039636019966,,,
20/01/2022,08:10:41,ENS2022010600001298,202105231642644640261,,LD,Loan Disbursement-Laptop Loan,S-Success,,500300001497,BTN,Debit,,"43,000.00",Laptop Loan routine account new,901600022420,500300001497,901600022420,BTN,,,,PT220120081040529016886,,,
20/01/2022,08:11:06,ENS2022010600001287,20220200810001016,,ITRC,TC Recharge,Auto Reversal Success,liu,100100036717,BTN,Credit,,600.00,,77999022,200100000002,100100036717,BTN,,,,PT220120081105968019360,,,
20/01/2022,08:11:06,ENS2022010600001287,20220200810001016,,ITRC-C,TC Recharge- Commission,Auto Reversal Success,liu,100100036717,BTN,,24,600.00,,77999022,901200022622,200100000002,BTN,,,,PT220120081106407012108,,,
20/01/2022,08:11:07,ENS2022010600001289,20220200810001017,,ITPP,TC Postpaid,Auto Reversal Success,liu,100100036717,BTN,Credit,,700.00,,77999152,200100000002,100100036717,BTN,dd,ee,tt,PT220120081107030019266,,2,
20/01/2022,08:12:07,ENS2022010600001294,22020081005475,,IBPP,BT Postpaid,Auto Reversal Success,liu,100100036717,BTN,Credit,,900.00,,17113700,200100000001,100100036717,BTN,Mobile Postpaid,Mobile Postpaid,,PT220120081206846017168,,yw,
20/01/2022,08:20:01,ENS2022010700000002,AP211222121903663017250005,,IT,Internal Transfer,S-Success,yuyu,100100029977,BTN,Debit,,100.00,yuyu,100100030344,100100029977,100100030344,BTN,scheduled payment,A,B,PT220120082000502016001,,C,
20/01/2022,08:20:01,,AP211214135624788013566008,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,19.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220120082000503017582,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
20/01/2022,08:20:01,ENS2022010700000004,AP211126164917704016425001,,IT,Internal Transfer,S-Success,Peeka Tashi4,100100030435,BTN,Debit,,"1,000.00",Dhondu Pem1,100100032075,100100030435,100100032075,BTN,Dhondu Pem1,Family & Friends,,PT220120082000526017712,,,
20/01/2022,08:20:01,ENS2022010700000003,AP211126164842326014799003,,IT,Internal Transfer,S-Success,Peeka Tashi5,100100030478,BTN,Debit,,10.00,Dhondu Pem2,100100030494,100100030478,100100030494,BTN,Dhondu Pem2,Family & Friends,,PT220120082000526013704,,,
20/01/2022,08:20:01,ENS2022010700000005,AP220119092256229015421002,,IT,,S-Success,liu,100100036634,BTN,Debit,,500.00,rorocky2,100100028651,100100036634,100100028651,BTN,,,,PT220120082000527014370,,input,
20/01/2022,08:20:02,,AP211214141452305016243008,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,19.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220120082001404011438,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
20/01/2022,08:20:02,ENS2022010700000017,AP211231132255792017901003,,IT,Internal Transfer,S-Success,yuyu,100100029977,BTN,Debit,,200.00,yiyi,200200036530,100100029977,200200036530,BTN,scheduled payment,A,B,PT220120082001484019690,,C,
20/01/2022,08:20:02,ENS2022010700000018,AP211126165427298014118003,,IT,Internal Transfer,S-Success,Peeka Tashi5,100100030478,BTN,Debit,,12.00,Dhondu Pem11,100100030518,100100030478,100100030518,BTN,Dhondu Pem11,Family & Friends,,PT220120082001498015233,,,
20/01/2022,08:20:03,,AP211214142029936017935008,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,19.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220120082002410011007,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
20/01/2022,08:20:03,ENS2022010700000039,AP211126165552322015235003,,IT,Internal Transfer,S-Success,Peeka Tashi5,100100030478,BTN,Debit,,21.00,Dhondu Pem10,100100030395,100100030478,100100030395,BTN,Dhondu Pem10,Family & Friends,,PT220120082002558016433,,,
20/01/2022,08:20:03,,AP211227125426594013754005,,IT,Internal Transfer,F-Fail,rorocky2,100100022750,BTN,Debit,,39.99,rorocky2,100100022768,100100022750,100100022768,BTN,YYYY,SSSS,GGGG,PT220120082003329013003,,wwww,RB6002 Account[***]Has been restricted(Block All Financial Transaction)!
20/01/2022,08:20:03,ENS2022010700000061,202008018864,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi5,100100030478,BTN,Debit,,124.00,,100640334,100100030478,900500018317,BTN,Bank of Bhutan,Others,,PT220120082003466012891,F-Fail,,
20/01/2022,13:25:34,ENS2022010700000533,86820231642663533596,,SD,,S-Success,,900500018317,BTN,Debit,,"10,000.00",BIPS,100100036725,900500018317,100100036725,BTN,,,,PT220120132534077016917,,,
20/01/2022,13:25:39,ENS2022010700000539,2022020132505601,,IBRC,BT Recharge,S-Success,liu,100100036725,BTN,Debit,,800.00,,97577999029,100100036725,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220120132537901011637,T-Timeout,test,
20/01/2022,13:25:41,ENS2022010700000541,22020132505602,,IBPP,BT Postpaid,S-Success,liu,100100036725,BTN,Debit,,900.00,,17113700,100100036725,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220120132540804015162,F-Fail,yw,
20/01/2022,13:26:42,ENS2022010700000541,22020132505602,,IBPP,BT Postpaid,Auto Reversal Success,liu,100100036725,BTN,Credit,,900.00,,17113700,200100000001,100100036725,BTN,Mobile Postpaid,Mobile Postpaid,,PT220120132642361017112,,yw,
20/01/2022,14:01:21,ENS2022010700000553,86038081642665681115,,SD,,S-Success,,900500018317,BTN,Debit,,"10,000.00",BIPS,100100036733,900500018317,100100036733,BTN,,,,PT220120140121382018424,,,
20/01/2022,14:01:22,ENS2022010700000557,2022020140105603,,IBRC,BT Recharge,S-Success,liu,100100036733,BTN,Debit,,800.00,,97577999029,100100036733,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220120140122405019143,T-Timeout,test,
21/01/2022,07:51:30,,20220210751001021,,ITRC,TC Recharge,F-Fail,liu,${accountNo},BTN,Debit,,600.00,,77999022,${accountNo},200100000002,BTN,,,,PT220121075130006015044,,,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:51:31,,20220210751001022,,ITPP,TC Postpaid,F-Fail,liu,${accountNo},BTN,Debit,,700.00,,77999152,${accountNo},200100000002,BTN,dd,ee,tt,PT220121075131109012263,,2,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:51:32,,2022021075105604,,IBRC,BT Recharge,F-Fail,liu,${accountNo},BTN,Debit,,800.00,,97577999029,${accountNo},200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121075132273017497,,test,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:51:33,,22021075105605,,IBPP,BT Postpaid,F-Fail,liu,${accountNo},BTN,Debit,,900.00,,17113700,${accountNo},200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121075133544013552,,yw,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:52:19,,88559871642729939563,,SD,,F-Fail,,900500018317,BTN,Debit,,"10,000.00",BIPS,${accountNo},900500018317,${accountNo},BTN,,,,PT220121075219843014920,,,Internal account [${accountNo}] doesnt exist
21/01/2022,07:52:20,,20220210752001023,,ITRC,TC Recharge,F-Fail,liu,${accountNo},BTN,Debit,,600.00,,77999022,${accountNo},200100000002,BTN,,,,PT220121075220655013597,,,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:52:21,,20220210752001024,,ITPP,TC Postpaid,F-Fail,liu,${accountNo},BTN,Debit,,700.00,,77999152,${accountNo},200100000002,BTN,dd,ee,tt,PT220121075221434014133,,2,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:52:22,,2022021075205606,,IBRC,BT Recharge,F-Fail,liu,${accountNo},BTN,Debit,,800.00,,97577999029,${accountNo},200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121075222283016483,,test,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:52:23,,22021075205607,,IBPP,BT Postpaid,F-Fail,liu,${accountNo},BTN,Debit,,900.00,,17113700,${accountNo},200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121075223282014040,,yw,RB4005 [***]Account type does not match or\n has already been closed
21/01/2022,07:53:13,ENS2022010700000579,81047151642729992540,,SD,,S-Success,,900500018317,BTN,Debit,,"10,000.00",BIPS,100100036741,900500018317,100100036741,BTN,,,,PT220121075312833018091,,,
21/01/2022,07:53:14,ENS2022010700000584,20220210753001025,20220210753001025,ITRC,TC Recharge,S-Success,liu,100100036741,BTN,Debit,,600.00,,77999022,100100036741,200100000002,BTN,,,,PT220121075313926018944,S-Success,,
21/01/2022,07:53:14,ENS2022010700000584,20220210753001025,20220210753001025,ITRC-C,TC Recharge- Commission,S-Success,liu,100100036741,BTN,,24,600.00,,77999022,200100000002,901200022622,BTN,,,,PT220121075314747019771,S-Success,,
21/01/2022,07:53:16,ENS2022010700000587,20220210753001026,20220210753001026,ITPP,TC Postpaid,S-Success,liu,100100036741,BTN,Debit,,700.00,,77999152,100100036741,200100000002,BTN,dd,ee,tt,PT220121075315834017899,S-Success,2,
21/01/2022,07:53:17,ENS2022010700000592,2022021075305608,,IBRC,BT Recharge,S-Success,liu,100100036741,BTN,Debit,,800.00,,97577999029,100100036741,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121075317167019632,T-Timeout,test,
21/01/2022,07:53:18,ENS2022010700000596,22021075305609,,IBPP,BT Postpaid,S-Success,liu,100100036741,BTN,Debit,,900.00,,17113700,100100036741,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121075318336012453,F-Fail,yw,
21/01/2022,07:54:19,ENS2022010700000596,22021075305609,,IBPP,BT Postpaid,Auto Reversal Success,liu,100100036741,BTN,Credit,,900.00,,17113700,200100000001,100100036741,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121075419367016390,,yw,
21/01/2022,13:14:46,ENS2022010700000607,82856501642749285866,,SD,,S-Success,,900500018317,BTN,Debit,,"10,000.00",BIPS,100100036750,900500018317,100100036750,BTN,,,,PT220121131446123016704,,,
21/01/2022,13:14:47,ENS2022010700000611,22021131405610,,IBPP,BT Postpaid,S-Success,liu,100100036750,BTN,Debit,,900.00,,17113700,100100036750,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121131446956018376,T-Timeout,yw,
21/01/2022,13:24:50,ENS2022010700000617,2022021132405611,,IBRC,BT Recharge,S-Success,liu,100100036750,BTN,Debit,,800.00,,97577999029,100100036750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121132449914013939,T-Timeout,test,
21/01/2022,13:24:51,ENS2022010700000621,22021132405612,,IBPP,BT Postpaid,S-Success,liu,100100036750,BTN,Debit,,900.00,,17113700,100100036750,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121132451290012169,T-Timeout,yw,
21/01/2022,13:52:17,ENS2022010700000625,2022021135205613,,IBRC,BT Recharge,S-Success,liu,100100036750,BTN,Debit,,500.00,,97577999029,100100036750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121135216727018182,T-Timeout,test,
21/01/2022,13:52:18,ENS2022010700000627,22021135205614,,IBPP,BT Postpaid,S-Success,liu,100100036750,BTN,Debit,,600.00,,17113700,100100036750,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121135218027013314,T-Timeout,yw,
21/01/2022,14:00:11,ENS2022010700000633,2022021140005615,,IBRC,BT Recharge,S-Success,liu,100100036750,BTN,Debit,,500.00,,97577999029,100100036750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121140010862013155,T-Timeout,test,
21/01/2022,14:00:12,ENS2022010700000635,22021140005616,,IBPP,BT Postpaid,S-Success,liu,100100036750,BTN,Debit,,600.00,,17113700,100100036750,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121140012351012944,F-Fail,yw,
21/01/2022,14:00:14,ENS2022010700000635,22021140005616,,IBPP,BT Postpaid,Auto Reversal Success,liu,100100036750,BTN,Credit,,600.00,,17113700,200100000001,100100036750,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121140014458018820,,yw,
21/01/2022,14:02:35,ENS2022010700000642,2022021140205617,2893112202149155,IBRC,BT Recharge,S-Success,liu,100100036750,BTN,Debit,,100.00,,97577999029,100100036750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121140235355019887,F-Fail,test,
21/01/2022,14:02:37,ENS2022010700000644,22021140205618,,IBPP,BT Postpaid,S-Success,liu,100100036750,BTN,Debit,,200.00,,17113700,100100036750,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121140236717019000,F-Fail,yw,
21/01/2022,14:02:38,ENS2022010700000644,22021140205618,,IBPP,BT Postpaid,Auto Reversal Success,liu,100100036750,BTN,Credit,,200.00,,17113700,200100000001,100100036750,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121140238187016107,,yw,
21/01/2022,14:02:40,ENS2022010700000642,2022021140205617,2893112202149155,IBRC,BT Recharge,Auto Reversal Success,liu,100100036750,BTN,Credit,,100.00,,97577999029,200100000001,100100036750,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121140240244012134,,test,
21/01/2022,14:18:57,ENS2022010700000652,22021141805619,5763852202152424,IBPP,BT Postpaid,S-Success,liu,100100036750,BTN,Debit,,148.00,,17129646,100100036750,200100000001,BTN,Mobile Postpaid,Mobile Postpaid,,PT220121141856687012769,S-Success,yw,
21/01/2022,14:23:10,ENS2022010700000656,2022021142305620,6093122202150387,IBRC,BT Recharge,S-Success,sddss,100100022750,BTN,Debit,,76.00,,97517694414,100100022750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142309898014911,F-Fail,test,
21/01/2022,14:23:12,ENS2022010700000656,2022021142305620,6093122202150387,IBRC,BT Recharge,Auto Reversal Success,sddss,100100022750,BTN,Credit,,76.00,,97517694414,200100000001,100100022750,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142311952019955,,test,
21/01/2022,14:25:14,ENS2022010700000661,2022021142505621,6593132202150512,IBRC,BT Recharge,S-Success,sddss,100100022750,BTN,Debit,,70.00,,17694414,100100022750,200100000001,BTN,Bhutan Telecom Limited, Mobile Prepaid,123456789,PT220121142513944018588,F-Fail,test,
